COLLEGE_NAME,ADDRESS,DISTRICT,STATE,OFFICE_NUMBER,EMAIl,WEBSITE_LINK
Gurgaon Institute of Technoloy and Management,Gurgaon Institute Of Technoloy And Management Bilaspur-tauru Road; Gurgaon Haryana 122413 Pincode - 122413 Gurgaon (Dist) Haryana,GURGAON,Haryana,Toll Free: 1800-180-1719 /0124-3252790/ 0991114151,info@gitm.co.in OR info@gitm.ac.in,http://gitm.ac.in
Gold Field Institute Of Technology and Management,Ballabgarh Near Jawahar Navodaya Vidyal Haryana,,Haryana,0129-2209474/9810341469,adlakha123@yahoo.co.uk,www.gfitm.net
Somany Institute of Technology and Management,Garhi Bolni Road Rewari Pincode - 135113 Haryana,,Haryana,-1183,info@sitmrewari.com,http://sitmrewari.com
Technology Education & Research Institute,9 Th Mile Stone Kaithal Road Pincode - 132119 Kaithal (Dist) Haryana,KAITHAL,Haryana,09996783001/02/03/04/9304392299,info@terii.in,www.terii.in
Jan Nayak Ch Devi Lal Memorial College of Engineering,Barnala Road Sirsa Pincode - 125055 Sirsa (Dist) Haryana,SIRSA,Haryana,01666-238106/299151,engineering@jcdv.org,www.jcdv.org
PDM College of Engineering,Sarai Aurangabad Tehsil Bahadurgarh Jhajjar Pincode - 124507 Jhajjar (Dist) Haryana,JHAJJAR,Haryana,01276-217901/215374,enggpdm.ac.in/infopdm.ac.in,www.pdmce.ac.in
Bhagwan Parshuram College of Engineering,Bali Barahmanan Gohana Pincode - 131301 Haryana,,Haryana,9416285996/ 9416014210,info@bprcegohana.com,http://www.bprcegohana.org
Shah Satnam Ji Institute of Tech. Mgt,Near Shah Satnam Ji Girls College Pincode - 125055 Sirsa (Dist) Haryana,SIRSA,Haryana,-1575.999996,dss.ssjitm@gmail.com,www.ssjitm.com
World College of Technology and Management,Haley Mandi Road Gurgaon Gurgaon (Dist) Haryana,GURGAON,Haryana,,admin@wctmgurgaon.com/chairman@wctmgurgaon.com,www.wctmgurgaon.com
Bhagwan Mahavir Institute of Engineering & Technology,Sonepat Ballabhgarh Road Behind Fazilpul Power Station; Sonepat Pincode - 131001 Haryana,,Haryana,0130 - 2230563/ 2233662/ 2232193/,director@bmiet.net,http://www.bmiet.in/
Maharishi Markandeshwar Institute of Computer Technology & Business Management,Mullana Pincode - 133203 Ambala (Dist) Haryana,AMBALA,Haryana,01731-275777-79/ 275792,admission@mmumullana.org,http://www.mmumullana.org
SD Institute of Technology & Management,Village Ballana Harayana Haryana,,Haryana,-285120.8901,sdimt.mba@gmail.com,www.sdimt.co.in
Gurgaon Institute of technology & Management,Bilaspur Taurau Road Gurgaon Pincode - 122001 Gurgaon (Dist) Haryana,GURGAON,Haryana,0124 3252790,info@gitm.co.in,www.gitm.ac.in
DAV college of Engineering & Technology,Kanina Pincode - 123027 Mahendragarh (Dist) Haryana,MAHENDRAGARH,Haryana,01285-235102/235104,davkanina@hry.nic.in,http://www.davcetkanina.org
Shri Baba Mastnath Engineering College,Asthal Bohar Rohtak Pincode - 124021 Rohtak (Dist) Haryana,ROHTAK,Haryana,01262-292338,administration@sbmn.com,http://www.sbmnec.com/
Green Hills Engineering College,Vpo-baholi Gandhi Gram Kumar Hatti Sunder Nagar - 173229 Mandi (Dist) Himachal Pradesh,MANDI,Himachal Pradesh,01792-266772/266773/266097,green hills@indiatimes.com.,
Institute of Engineering and Emerging Technologies,Makhumajra; Nalagarh;; Baddi Haighway; Pincode - 173205 Himachal Pradesh,,Himachal Pradesh,,emergetech@indiatimes.com,
IITT College of Engineering and Technology,Kala Amb Sirmaur Rajkot - 173030 Sirmaur (Dist) Himachal Pradesh,SIRMAUR,Himachal Pradesh,,kalaamb@iitindia.com,
MG Institute of Engineering and Technology,Village Badhoo Chachyot P.o. Badhoo Near Sunder Nagar H.p Sunder Nagar - 174017 Mandi (Dist) Himachal Pradesh,MANDI,Himachal Pradesh,01907-274303/ 274300,mginstitute2007@gmail.com,
Government College of Technology Mandi,Sunder Nagar Himachal Pradesh Sunder Nagar Mandi (Dist) Himachal Pradesh,MANDI,Himachal Pradesh,,GPCSNR@hotmail.com,
Regional Engineering College,Hamirpur (Dist) Himachal Pradesh,HAMIRPUR,Himachal Pradesh,,,
The Institute of Engineering and Emerging Technologies,Makhmumajra Malagarh Baddi Highway;baddi Sunder Nagar Mandi (Dist) Himachal Pradesh,MANDI,Himachal Pradesh,01795-247353/247886,emergetech@indiatimes.com,
Akal College of Engineering & Technology,Via Rajgarh Sirmour Himachal Pradesh Pincode - 174017 Sirmaur (Dist) Himachal Pradesh,SIRMAUR,Himachal Pradesh,+ 91 9816033303/4,info@akalacademy.in,www.akalacademy.in
Mahant Bachittar Singh College of Engineering and Technology,Jai-nivas Amphalla Jammu Tawi Pincode - 180005 Jammu (Dist) Jammu And Kashmir,JAMMU,Jammu and Kashmir,0191-2262896-97/0191-2107153,principalmbscet@rediffmail.com,http://www.mbscet.org/
Model Institute of Engineering & Technology,Kot Bhalwal Pincode - 180016 Jammu (Dist) Jammu And Kashmir,JAMMU,Jammu and Kashmir,0191-2623155/2623180,akg@rediffmail.com,http://www.mietjammu.in
institute of Music and Fine Arts,Poonchh House; Talab Tillo; Jammu; Pincode - 180002 Jammu And Kashmir,,Jammu and Kashmir,0191- 2431365,manhasverinder@gmail.com,www.jammuuniversity.in
Government College of Technology Jammu and Khasmir,Old Univ. Campus Jammu Tawi; J&k Jammu (Dist) Jammu And Kashmir,JAMMU,Jammu and Kashmir,0191-2544863,gcet_jammu1994@rediffmail.com,www.gcetjammu.org
Government College of Engineering and Technology,Canal Road;; Jammu Pincode - 180004 Jammu And Kashmir,,Jammu and Kashmir,0191-2544863,principal@cet-gov.ac.in// gcet_jammu1994@rediffmail.,http://www.gcetjammu.org/
SSM College of Engineering Baramulla,Divar Parihaspura Pattan Baramulla Pincode - 193121 Baramulla (Dist) Jammu And Kashmir,BARAMULLA,Jammu and Kashmir,01952-214161/09419005905,ssm_kashmir@rediffmail.com,www.ssmengg.edu.in
Subhan Institute of Educational Technology,Sherwani Colony. Khawaja Bagh Pincode - 193 101 Baramulla (Dist) Jammu And Kashmir,BARAMULLA,Jammu and Kashmir,,,
BIHAR Institute of Technology,Sindri Dhanbad (Dist) Jharkhand,DHANBAD,Jharkhand,,,
Bihar Institute of Technology|,Dhanbad Dhanbad Dhanbad (Dist) Jharkhand,DHANBAD,Jharkhand,2350495/2350496,bit_sindri@yahoo.com,www.bitsindri.ac.in
National Institute of Foundry and Forge Technology,Ranchi. Ranchi Ranchi (Dist) Jharkhand,RANCHI,Jharkhand,0651-408289/408194,,www.nifft.ernet.in
RVS College Of Engineering and Technology|,Jamshedpur Dhanbad (Dist) Jharkhand,DHANBAD,Jharkhand,,rvscet.dgl@rvsgroup.com,
Ram Govind Institute of Technology,Mahuatnur P.o. Karma Koderma Jharkhand Koderma (Dist) Jharkhand,KODERMA,Jharkhand,241 941/9431769560,info@ritk.org//  ritkoderma@sify.com,www.ritk.org
B.A College of Engineering and Technology,Ghutia Thana - Ghatshila East Singhbhum Pincode - 831001 East Singhbhum (Dist) Jharkhand,EAST SINGHBHUM,Jharkhand,2423206,info@bacet.ac.in,http://www.bacet.ac.in/
Alice Institute of Technology,Vill & P.o.-nawagarh P.s. Sikidiri Block - Angara Ranchi(dist) Ranchi Ranchi (Dist) Jharkhand,RANCHI,Jharkhand,273120/21/23,contactus@aitglobal.in,www.aitglobal.co.in
Cambridge Institute of Technology Jharkhand,Tatisilwai Ranchi Ranchi - 835103 Ranchi (Dist) Jharkhand,RANCHI,Jharkhand,2265455/2265444/2265449,info@cit.net.in,
Sambhram Institute of Technology,Amba Bhavani Temple Road Near M.s.palya Vidyaranyapura Post Bangalore - 560097 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-23643618 / 56903381,info@sambhram.net,www.sambhram.net
K. L. E. Society's College of Engineering,Udyambag Belgaum Belgaum - 590008 Belgaum (Dist) Karnataka,BELGAUM,Karnataka,0831-2440322 / 2443984,principal@klescet.ac.in,www.klescet.ac.in
Sapthagiri Engineering College,No. 14/5; Chikkasandra Hesaraghatta Main Road Pincode - 560057 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-28372801 / 802 / 803,sapthagirigroup@hotmail.com,http://www.sapthagiri.org/
K L E Socitys Gogte Institute Technology,Belgaum (Dist) Karnataka,BELGAUM,Karnataka,,,
Vivekananda College of Engineering & Technology,Nehru Nagar Puttur Dakshina Puttur - 574203 Dakshina Kannada (Dist) Karnataka,DAKSHINA KANNADA,Karnataka,08251-234555 / 235955,vcet_puttur@yahoo.co.in,www.pesputtur.org
KS Institute Of Technology|,# 14; Raghuvanahalli Kanakapura Road Bangalore Bangalore - 560062 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-28435722 / 28435724,principal_ksit@rediffmail.com,www.ksitbangalore.com
JSS Academy of Technical Education Karnataka,Mylasandra Srinivasapura Uttarahalli Bangalore - 560060 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-28603702 / 28603425 / 2565 / 2575,contactus@jssateb.org,www.jssateb.org
AMC Engineering College,18 Km Bannerghatta Road Kalkere Village Bangalore - 560083 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080- 7828656,amceducation@rediffmail.com,www.amcinstitution.com
Siddharatha Institute Of Technology,Maralur Tumkur Pincode - 572 105 Tumkur (Dist) Karnataka,TUMKUR,Karnataka,+91-0816 2200314/ 2201073,principal@ssit.edu.in,http://ssit.edu.in/
BNM Institute of Technology,P.b.no. 7087; 27th Cross 12th Main Banashankari Ii Stage Bangalore - 560070 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-26711780-82,inmaanay@vsnl.com,ww.bnmit.org
Sri Sairam College of Engineering| Bangalore,Sri Sairam College Of Engineering Formerly Shirdi Saileo Nagar; Samandhur(po) Anekal Pincode - 562106 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,80-26635623,info@ssec.ac.in,http://ssec.ac.in
KNS Institute of Technology,Sy. No. 21 - 24;tirumenahalli Hegdenagar -kogilu Road Jakkur P.o Pincode - 560064 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,91-80-28567955,info@knsit.com// admissions@knsit.com,http://www.knsit.com/
BVB College of Engineering and Technology - Dharwad,Vidyanagar Hubli Dharwad - 580031 Dharwad (Dist) Karnataka,DHARWAD,Karnataka,0836-2378123,principal@bvb.edu,www.bvb.edu
Sri Dm College Of Engineering,Vidyagiri Dharwad (Dist) Karnataka,DHARWAD,Karnataka,,,
Brindavan College of Engineering,Dwarakanagar Bagalur Main Road Yelahanka Bangalore - 560063 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-23414557/56953450 080-23417832/23615621,info@brindivancollege.com,
The National Institute Of Engineering| Evening,Manantody Road; Mysore Pincode - 570008 Karnataka,,Karnataka,,,
Gm Institute Of Technology,Karur Village Kasaba Hobli Davangere Davanagere - 577006 Davangere (Dist) Karnataka,DAVANGERE,Karnataka,08192- 233345 / 77,info@setgmit.org,www.setgmit.org
RNS Institute Of Technology,Channasandra; Subramanya Pura P.o Uttrahalli Kengeri Road Pincode - 560061 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,+91 80 28611880/1,principal_rnsit@yahoo.com,http://www.rnsit.ac.in/
KLS Gogte Institute of Technology,Jnana Ganga; Khanapur Road; Udyambag; Belgaum - 590008 Belgaum (Dist) Karnataka,BELGAUM,Karnataka,-2406240,office@git.edu/ a.s.deshpande@git.edu,http://www.git.edu
SDM College of Engineering and Technology,Dhavalagiri Dharwad Dharwad - 580002 Dharwad (Dist) Karnataka,DHARWAD,Karnataka,0836-2447465 / 2448327 / 2435307,cet.sdm@gmail.com,www.sdminstitutions.org
Acharya Patashala Rural College Of Engineering A. P. S,Somanahalli Bangalore South Pincode - 560062 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-28432837 / 28432106,principal@apsce.ac.in,www.apsce.ac.in
Government College of Technology Karnataka,Chamarajanagara Pincode - 571313 Karnataka,,Karnataka,,,
Don Bosco Institute of Technology,Sy No. 1;4 & 8 Kumbalgod Village Kengeri Hobli;bangalore South Bangalore - 560074 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080 - 28437028 / 29,donbosco@dbit.ac.in,www.dbit.ac.in
Adichunchanagiri Institute of Technology,Adichunchanagiri Extn Jyothinagara Chickmagalur Chikmagalur - 577102 Chickmagalur (Dist) Karnataka,CHICKMAGALUR,Karnataka,08262-220444 /220063 / 221064,contactus@aitckm.in// subrayack@gmail.com,
Karnataka Law Society's Viswanathrao Deshpande Rural Institute Of Technology,Haliyal Haliyal Taluk Uttara Kannada Pincode - 581329 Uttara Kannada (Dist) Karnataka,UTTARA KANNADA,Karnataka,08284-2405500 / 5711265 / 66,kls@git.ac.in,www.git.edu
Yellamma Dasappa Institute of Technology,Raghuvanahalli 14 Th K.m.; Kanakapura Road Bangalore - 560062 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-28435829 / 28435095 / 22717988,principal ydit@yahoo.com,www.ydit.com
KCT Engineering College,Kct Campus P.b.no. 104 Qamarul Islam Colony Roza Gulbarga - 585104 Gulbarga (Dist) Karnataka,GULBARGA,Karnataka,08472-258020,kctengg@rediffmail.com,www.kct.co.in
Shree Devi Institute of Technology,Airport Road Kenjar Mangalore Mangalore - 572142 Dakshina Kannada (Dist) Karnataka,DAKSHINA KANNADA,Karnataka,0824-2254105 / 2456511,info@sdc.ac.in,www.sdc.ac.in
Kalpataru Institute of Technology,B.h.road Tiptur Tiptur - 572202 Karnataka,,Karnataka,08134-251267 / 251939,prinicpal@kittiptur.ac.in,www.kittiptur.ac.in
Shri B.V.V.Sangha's Basaveshwar Engineering College,Nijalingappa Road Bagalkot Pincode - 587102 Bagalkot (Dist) Karnataka,BAGALKOT,Karnataka,08354-234060 / 434204 / 433707,principal@becbgk.edu,www.becbgk.edu
Coorg Institute of Technology,Kunda Ponnampet Kodagu Ponnampet - 571216 Kodagu (Dist) Karnataka,KODAGU,Karnataka,08274-249771/261151,info@citcoorg.in,www.citcoorg.in
Khaja Banda Nawaz College of Engineering,Rausa Buzurg Gulbarga - 585104 Gulbarga (Dist) Karnataka,GULBARGA,Karnataka,08472-257487,kbnce_principal@hotmail.com,www.kbnce.org
Secab Institute of Engineering & Technology|,Nauraspur Bagalkot Road Bijapur Bijapur - 586101 Bijapur (Dist) Karnataka,BIJAPUR,Karnataka,(08352)-276930/ 276847,secab_siet@yahoo.co.in,www.secab.org
SDM Institute of Technology,Ujire Dakshina Kannada Pincode - 574240 Dakshina Kannada (Dist) Karnataka,DAKSHINA KANNADA,Karnataka,080256-236225/236488,sdmesho@gmail.com,http://www.sdmit.in/
Vivekananda Institute of Technology,Gudimavu Village Kengeri Hobli Near Kumbalgodu Pincode - 560074 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-23473144/ 23371952/ 23324994,principal@vitb.ac.in,http://www.vitb.ac.in/
Dayananda Sagar College of Engineering,Shavige Malleshwara Hills Kumaraswamy Layout Bangalore Bangalore - 560078 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080 - 26662226 / 26660789,dsisagar@hotmail.com,www.dayanandasagar.edu
KLES College of Engineering and Technology,Chikkodi Belgaum Belgaum - 591201 Belgaum (Dist) Karnataka,BELGAUM,Karnataka,,principal@klescet.ac.in,
KLES KLE Institute of Technology,Gokul Road Near Airport Hubli Hubli - 580030 Dharwad (Dist) Karnataka,DHARWAD,Karnataka,,,
K.L.S. Gogte Institute of Technology,Udyambag Belgaum Belgaum - 590008 Belgaum (Dist) Karnataka,BELGAUM,Karnataka,0831-2441104 / 5711626,principal@git.edu,www.git.edu
SJM Institute of Technology SJMIT,P.o. 73 Nh - 4 Bye Pass Chiradurga Pincode - 577502 Chitradurga (Dist) Karnataka,CHITRADURGA,Karnataka,08194-222866,sjmit@sancharnet.in,http://www.sjmit.ac.in/
Rajarajeswari Engineering College,Adayalampattu Vangaram Post Ambattur Talu Pincode - 600095 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,91-44-2653 4011/2653 4012/2656 8888/5591 9118,info@rrec.ac.in,http://www.rrec.ac.in
Amruta Institute of Engineering & Management Sciences AieMS,Bidadi Industrial Town Ramanagaram; Near Toyota Kirloskar Motors Road; Bangalore; Karnataka; Ramnagara - 560001 Karnataka,,Karnataka,080 27204659,info@aiems.in,www.aiems.in
Rajiv Gandhi Institute of Technology Karnataka,Cholanagar Hebbal Bangalore Pincode - 560032 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,91-80- 23631145/ 65373782/ 23339377/ 23335985/ 234,info@rgit.ac.in,http://www.rgit.ac.in/
University Visveshwaraya College Of Engineering,K.r.circle; Pincode - 560001 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,,,
Smt. Kamala & Sri Venkappa M. Agadi College of Engineering & Technology,Gulaganji Koppa Lakshmeshwara Savanoor Road; Lakshmeshwara Gadag - 582116 Gadag (Dist) Karnataka,GADAG,Karnataka,,,
Alpha College of Engineering,8/1; Hanumantha Sagara Bangalore North Taluk Bangalore Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-28445218,principal@alphace.org,www.alphace.org
Smt. Sri Chennamma Devegowda College of Engineering,Byranayakana Halli Thymogondlu Hobli Nelamangala Nelamangala - 562132 Bangalore Rural (Dist) Karnataka,BANGALORE RURAL,Karnataka,,,
Central Institute of Plastics Engineering & Technology Karnataka,Cipet Centre; 437/a Hebbal Industrial Area Mysore Mysore - 570016 Mysore (Dist) Karnataka,MYSORE,Karnataka,0821-2510618 / 2510349,cipetmys@sancharnet.in,www.cipetindia.com
Rajarajeswari Engineering College,No.14;ramohalli Cross Kumbalgodu Mysore Pincode - 560074 Mysore (Dist) Karnataka,MYSORE,Karnataka,080-28437124,info@rrce.in,www.rrce.in.org
Alvas Institute of Engineering Technology,Shobhavana Campus; Mijar Moodbidri Mangalore; Dk Pincode - 574 225 Dakshina Kannada (Dist) Karnataka,DAKSHINA KANNADA,Karnataka,09972419074/ 08258 - 262724/ 25,principalaiet08@gmail.com,http://www.aiet.org.in/
Government Engineering College | Haveri,Haveri Haveri Haveri (Dist) Karnataka,HAVERI,Karnataka,,ppl.gec.haveri@gmail.com,
Ghousia College of Engineering,Ramanagaram Bangalore - 571511 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-7272589 / 7271353,principal_gce@hotmail.com,www.ghousiaedu.org
Sri Belimatha Mahasamsthana Institute of Technology,# 6162; Indiranagar Nh4; Nelamangala Pincode - 562123 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,-79.00000013,sbmsit@blr.vsnl.in,http://www.sbmsit.org/
R L Jalappa Institute of Technology,Kodigehalli Doddaballapura Pincode - 561203 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080 ? 7625381,rljit_engg@rediffmail.com,www.rljit.org
R.V. Teachers College,Rv Vidya Niketan Post Kangeri (po) Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080 26565925,rvtti.gmail.com,http://www.rvtti.com/
M.S. Ramaiah Institute of Technology,Msramaiah Nagarmsrit(post Bangalore Bangalore Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080- 23600822 / 23606934,principal@msrit.edu,www.mrsit.edu
Canara Engineering College,Benjanapadavu Kariangala Grama Bantwal Pincode - 574219 Karnataka,,Karnataka,0824 - 2278666 to 2278670,canarait@sancharnet.in,www.canaraengg.in
R.V.S. College of Engineering,R.v.vidyaniketan Post 13th K.m.; Mysore Road Bangalore - 560059 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-28600184 / 1700,principal@rvce.ac.in,www.rvce.ac.in
Sir M Visvesvaraya Institute of Technology,Hunasamaranahalli Yelahanka Bangalore - 562157 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-28467248 / 082 / 28477024 / 25 / 26,sirmvit@bgl.vsnl.net.in,www.sirmvit.edu
Channabasaveshwara Institute of Technology.,No. 206; B.h.road Gubbi Tumkur - 572216 Tumkur (Dist) Karnataka,TUMKUR,Karnataka,08131-223818 /223365/223177,info@cittumkur.org,www.cittumkur.org
Rao Bahadur Y. Mahabaleswarappa Engineering College,Formerly Known As Vijaynagar Engineering College Cantonment Bellary Pincode - 583104 Bellary (Dist) Karnataka,BELLARY,Karnataka,08392 - 244809,principalrymec@gmail.com//  vec@rediffmail.com,http://www.rymec.org
Government Engineering College from Huvina Hadagali,Huvina Hadagali Bellary Bellary (Dist) Karnataka,BELLARY,Karnataka,,registrar@vtu.ac.in,
Reva Institute for Engineering and Technology Studies,Sy. No. 222; 226; 227 Kattigenahalli Jala Hobli; Yelahanka Pincode - 560064 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,-15779.27957,principal@revainstitution.org,http://www.revainstitution.org/
Oxford College of Engineering,Venmani;karipoondi Thiruvannamalai(dt) Pincode - 606803 Tiruvannamalai (Dist) Tamil Nadu,BANGALORE,Karnataka,4181223677,oce_2009@yahoo.in,www.kalaivahini.org
BMS College of Engineering,P.b.no.1908; Bull Temple Road Basavanagudi Bangalore Bangalore - 560019 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-26527424/ 2266130-135,mvk2759@yahoo.co.in,www.bmsce.ac.in
P.E.S. College of Engineering,Mandya Mandya - 571401 Mandya (Dist) Karnataka,MANDYA,Karnataka,08232-220043,chandrashekar.pesce@yahoo.com,www.pescemandya.com
Sri Jayachamarajendra College of Engineering,Manasagangothri Mysore Pincode - 570006 Mysore (Dist) Karnataka,MYSORE,Karnataka,0821-2512568 / 2512292 / 2515944,admn@sjce.ac.in,www.sjce.ac.in
Sri Krishna Institute of Technology.,No. 29; Chikkabanavara Village Hesaraghatta Road Bangalore Bangalore - 560090 Bangalore (Dist) Karnataka,BANGALORE,Karnataka,080-23721315 / 1477,damu-pm@yahoo.com,www.skit.org
